case,input_path,requested_pipeline,selected_pipeline,selector_reason,status,fallback_reason,output_path,candidate_path,baseline_path,candidate_nodes,candidate_levels,baseline_nodes,baseline_levels,selected_nodes,selected_levels,original_nodes,original_levels,opt_returncode,cec_returncode,cec_pass,opt_runtime_sec,cec_runtime_sec,stats_runtime_sec,peak_mem_mb,log_dir,chosen_variant,attempted_variants,inner_fallback_count,original_cec_fail_count,entry_returncode,r28_gated_r27_gate,r28_gated_r27_status,r28_postpass,r28_postpass_accepted,r28_postpass_reject_reason,r28_postpass_opt_returncode,r28_postpass_cec_pass,r28_postpass_opt_error,r28_node_delta_vs_v5,r28_level_delta_vs_v5,r29_postpass_gate,r29_postpass_status,r29_postpass,r29_postpass_accepted,r29_postpass_reject_reason,r29_postpass_opt_returncode,r29_postpass_cec_pass,r29_postpass_opt_error,r29_node_delta_vs_v6,r29_level_delta_vs_v6,r30b_postpass_gate,r30b_postpass_status,r30b_postpass,r30b_postpass_accepted,r30b_postpass_reject_reason,r30b_postpass_opt_returncode,r30b_postpass_cec_pass,r30b_postpass_opt_error,r30b_node_delta_vs_v7,r30b_level_delta_vs_v7,r30b_profile_runtime_sec,r30b_profile_status,r30b_profile_skip_reason,r30b_cluster_bucket,r30b_cluster_potential_score,r30b_high_overlap_pairs,r30b_largest_cluster_size,r30b_po_count,r30b_node_count
tc_public_19,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_19\input.blif,r9_dc2_fraig_cleanup,r9_dc2_fraig_cleanup@inputs+r29_mfs_strash_dc2_rwz_bal+r30b_odc_resub_f1,large_smallpo_fraig_cleanup,selected_candidate,,results_candidate\r30b_release_integration_full_public\tc_public_19\output.blif,results_candidate\r30b_release_integration_full_public\tc_public_19\work\v7\work\v6\work\v5\work\variants\inputs\output.candidate.blif,results_candidate\r30b_release_integration_full_public\tc_public_19\work\v7\work\v6\work\v5\work\variants\inputs\baseline.blif,5184,18,5403,18,5124,18,5478,18,0,0,True,10.364125,6.795346,0.707209,21.285,results_candidate\r30b_release_integration_full_public\tc_public_19\work\logs,inputs,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,large_smallpo_fraig_cleanup,accepted,r29_mfs_strash_dc2_rwz_bal,r29_mfs_strash_dc2_rwz_bal,,0,True,False,-27,0,huge_highlevel_low_overlap,accepted,r30b_odc_resub_f1,r30b_odc_resub_f1,,0,True,False,-33,0,0.012061,ok,,cluster_none,24.607330,0,0,11,5157
tc_public_2,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_2\input.blif,sop_fx,sop_fx@clean,tiny_high_fanin_sop,selected_candidate,,results_candidate\r30b_release_integration_full_public\tc_public_2\output.blif,results_candidate\r30b_release_integration_full_public\tc_public_2\work\v7\work\v6\work\v5\work\variants\clean\output.candidate.blif,results_candidate\r30b_release_integration_full_public\tc_public_2\work\v7\work\v6\work\v5\work\variants\clean\baseline.blif,19,4,19,4,19,4,34,6,0,0,True,0.456392,0.905546,0.384407,7.461,results_candidate\r30b_release_integration_full_public\tc_public_2\work\v7\work\v6\work\v5\work\logs,clean,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r29_mfs_strash_dc2_rwz_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r30b_odc_resub_f1,,gate_not_matched,,,,0,0,0.001221,ok,,cluster_none,18.315789,0,0,5,19
tc_public_20,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_20\input.blif,r9_dc2_fraig_cleanup,r9_dc2_fraig_cleanup@inputs+r29_mfs_strash_dc2_rwz_bal+r30b_odc_resub_f1,large_smallpo_fraig_cleanup,selected_candidate,,results_candidate\r30b_release_integration_full_public\tc_public_20\output.blif,results_candidate\r30b_release_integration_full_public\tc_public_20\work\v7\work\v6\work\v5\work\variants\inputs\output.candidate.blif,results_candidate\r30b_release_integration_full_public\tc_public_20\work\v7\work\v6\work\v5\work\variants\inputs\baseline.blif,5445,20,5667,20,5382,20,5742,20,0,0,True,11.552708,8.541798,0.693843,22.094,results_candidate\r30b_release_integration_full_public\tc_public_20\work\logs,inputs,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,large_smallpo_fraig_cleanup,accepted,r29_mfs_strash_dc2_rwz_bal,r29_mfs_strash_dc2_rwz_bal,,0,True,False,-33,0,huge_highlevel_low_overlap,accepted,r30b_odc_resub_f1,r30b_odc_resub_f1,,0,True,False,-30,0,0.019801,ok,,cluster_none,24.068736,0,0,11,5412
tc_public_21,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_21\input.blif,r9_dc2_fraig_cleanup,r9_dc2_fraig_cleanup@inputs+r29_mfs_strash_dc2_rwz_bal+r30b_odc_resub_f1,large_smallpo_fraig_cleanup,selected_candidate,,results_candidate\r30b_release_integration_full_public\tc_public_21\output.blif,results_candidate\r30b_release_integration_full_public\tc_public_21\work\v7\work\v6\work\v5\work\variants\inputs\output.candidate.blif,results_candidate\r30b_release_integration_full_public\tc_public_21\work\v7\work\v6\work\v5\work\variants\inputs\baseline.blif,5448,20,5688,20,5400,18,5763,20,0,0,True,11.699708,8.528087,0.721382,22.598,results_candidate\r30b_release_integration_full_public\tc_public_21\work\logs,inputs,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,large_smallpo_fraig_cleanup,accepted,r29_mfs_strash_dc2_rwz_bal,r29_mfs_strash_dc2_rwz_bal,,0,True,False,-36,0,huge_highlevel_low_overlap,accepted,r30b_odc_resub_f1,r30b_odc_resub_f1,,0,True,False,-12,-2,0.01913,ok,,cluster_none,24.390244,0,0,11,5412
tc_public_22,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_22\input.blif,r9_dc2_fraig_cleanup,r9_dc2_fraig_cleanup@both+r29_mfs_strash_dc2_rwz_bal+r30b_odc_resub_f1,large_smallpo_fraig_cleanup,selected_candidate,,results_candidate\r30b_release_integration_full_public\tc_public_22\output.blif,results_candidate\r30b_release_integration_full_public\tc_public_22\work\v7\work\v6\work\v5\work\variants\both\output.candidate.blif,results_candidate\r30b_release_integration_full_public\tc_public_22\work\v7\work\v6\work\v5\work\variants\both\baseline.blif,10740,20,11274,20,10623,20,11367,20,0,0,True,20.484312,14.710764,0.904979,28.746,results_candidate\r30b_release_integration_full_public\tc_public_22\work\logs,both,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,large_smallpo_fraig_cleanup,accepted,r29_mfs_strash_dc2_rwz_bal,r29_mfs_strash_dc2_rwz_bal,,0,True,False,-57,0,huge_highlevel_low_overlap,accepted,r30b_odc_resub_f1,r30b_odc_resub_f1,,0,True,False,-60,0,0.041041,ok,,cluster_none,26.045493,0,0,12,10683
tc_public_23,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_23\input.blif,r11_gia_deepsyn_tiny,r11_gia_deepsyn_tiny@inputs+r29_mfs_strash_dc2_rwz_bal,r11_deepsyn_medium_tiny_po,selected_candidate,,results_candidate\r30b_release_integration_full_public\tc_public_23\output.blif,results_candidate\r30b_release_integration_full_public\tc_public_23\work\v7\work\v6\work\v5\work\variants\inputs\output.candidate.blif,results_candidate\r30b_release_integration_full_public\tc_public_23\work\v7\work\v6\work\v5\work\variants\inputs\baseline.blif,1318,13,1530,16,1311,13,1530,263,0,0,True,22.559568,0.785263,0.594438,13.559,results_candidate\r30b_release_integration_full_public\tc_public_23\work\v7\work\logs,inputs,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,r11_deepsyn_medium_tiny_po,accepted,r29_mfs_strash_dc2_rwz_bal,r29_mfs_strash_dc2_rwz_bal,,0,True,False,-7,0,gate_not_matched,skipped,r30b_odc_resub_f1,,gate_not_matched,,,,0,0,0.009281,ok,,cluster_none,20.018307,0,0,2,1311
tc_public_24,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_24\input.blif,dc2_fast,dc2_fast@clean,default,selected_candidate,,results_candidate\r30b_release_integration_full_public\tc_public_24\output.blif,results_candidate\r30b_release_integration_full_public\tc_public_24\work\v7\work\v6\work\v5\work\variants\clean\output.candidate.blif,results_candidate\r30b_release_integration_full_public\tc_public_24\work\v7\work\v6\work\v5\work\variants\clean\baseline.blif,215,8,215,8,215,8,223,15,0,0,True,0.409494,0.393386,0.461209,7.453,results_candidate\r30b_release_integration_full_public\tc_public_24\work\v7\work\v6\work\v5\work\logs,clean,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r29_mfs_strash_dc2_rwz_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r30b_odc_resub_f1,,gate_not_matched,,,,0,0,0.011723,ok,,cluster_high,100.000000,36,8,9,215
tc_public_25,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_25\input.blif,dc2_fast,dc2_fast@clean,default,selected_candidate,,results_candidate\r30b_release_integration_full_public\tc_public_25\output.blif,results_candidate\r30b_release_integration_full_public\tc_public_25\work\v7\work\v6\work\v5\work\variants\clean\output.candidate.blif,results_candidate\r30b_release_integration_full_public\tc_public_25\work\v7\work\v6\work\v5\work\variants\clean\baseline.blif,26,4,26,4,26,4,101,14,0,0,True,0.404156,0.414154,0.453034,7.438,results_candidate\r30b_release_integration_full_public\tc_public_25\work\v7\work\v6\work\v5\work\logs,clean,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r29_mfs_strash_dc2_rwz_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r30b_odc_resub_f1,,gate_not_matched,,,,0,0,0.001101,ok,,cluster_none,29.538462,0,0,9,26
tc_public_26,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_26\input.blif,r25_dsd_dch_cleanup,r25_dsd_dch_cleanup@inputs+r28_r27_mfs_fraig_dc2_bal,r25_dsd_medium_small_pi_medium_po_shared,selected_candidate,,results_candidate\r30b_release_integration_full_public\tc_public_26\output.blif,results_candidate\r30b_release_integration_full_public\tc_public_26\work\v7\work\v6\work\v5\work\variants\inputs\output.candidate.blif,results_candidate\r30b_release_integration_full_public\tc_public_26\work\v7\work\v6\work\v5\work\variants\inputs\baseline.blif,450,10,1064,10,449,10,1064,32,0,0,True,0.894969,0.65505,0.52739,18.145,results_candidate\r30b_release_integration_full_public\tc_public_26\work\v7\work\v6\work\logs,inputs,"clean,inputs,outputs,both",0,0,0,r25_dsd_inputs,accepted,r28_r27_mfs_fraig_dc2_bal,r28_r27_mfs_fraig_dc2_bal,,0,True,False,-1,0,gate_not_matched,skipped,r29_mfs_strash_dc2_rwz_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r30b_odc_resub_f1,,gate_not_matched,,,,0,0,0.014054,ok,,cluster_high,100.000000,125,8,32,449
tc_public_27,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_27\input.blif,dc2_fast,dc2_fast@clean,default,selected_candidate,,results_candidate\r30b_release_integration_full_public\tc_public_27\output.blif,results_candidate\r30b_release_integration_full_public\tc_public_27\work\v7\work\v6\work\v5\work\variants\clean\output.candidate.blif,results_candidate\r30b_release_integration_full_public\tc_public_27\work\v7\work\v6\work\v5\work\variants\clean\baseline.blif,376,7,376,7,376,7,576,20,0,0,True,0.423145,0.431335,0.455225,7.707,results_candidate\r30b_release_integration_full_public\tc_public_27\work\v7\work\v6\work\v5\work\logs,clean,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r29_mfs_strash_dc2_rwz_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r30b_odc_resub_f1,,gate_not_matched,,,,0,0,0.013751,ok,,cluster_high,100.000000,28,8,16,376
tc_public_28,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_28\input.blif,r25_dsd_dch_cleanup,r25_dsd_dch_cleanup@clean,r25_dsd_small_small_pi_small_po_shared_dup,selected_candidate,,results_candidate\r30b_release_integration_full_public\tc_public_28\output.blif,results_candidate\r30b_release_integration_full_public\tc_public_28\work\v7\work\v6\work\v5\work\variants\clean\output.candidate.blif,results_candidate\r30b_release_integration_full_public\tc_public_28\work\v7\work\v6\work\v5\work\variants\clean\baseline.blif,258,8,520,7,258,8,576,20,0,0,True,0.441469,0.405235,0.409169,22.602,results_candidate\r30b_release_integration_full_public\tc_public_28\work\v7\work\v6\work\v5\work\logs,clean,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r29_mfs_strash_dc2_rwz_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r30b_odc_resub_f1,,gate_not_matched,,,,0,0,0.010168,ok,,cluster_high,100.000000,36,8,16,258
tc_public_29,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_29\input.blif,r11_gia_deepsyn_tiny,r11_gia_deepsyn_tiny@inputs,r11_deepsyn_small_small_pi_small_po,selected_candidate,,results_candidate\r30b_release_integration_full_public\tc_public_29\output.blif,results_candidate\r30b_release_integration_full_public\tc_public_29\work\v7\work\v6\work\v5\work\variants\inputs\output.candidate.blif,results_candidate\r30b_release_integration_full_public\tc_public_29\work\v7\work\v6\work\v5\work\variants\inputs\baseline.blif,97,6,119,6,97,6,121,8,0,0,True,1.799149,0.355023,0.414936,12.77,results_candidate\r30b_release_integration_full_public\tc_public_29\work\v7\work\v6\work\v5\work\logs,inputs,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r29_mfs_strash_dc2_rwz_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r30b_odc_resub_f1,,gate_not_matched,,,,0,0,0.001497,ok,,cluster_none,19.505155,0,0,16,97
