case,input_path,requested_pipeline,selected_pipeline,selector_reason,status,fallback_reason,output_path,candidate_path,baseline_path,candidate_nodes,candidate_levels,baseline_nodes,baseline_levels,selected_nodes,selected_levels,original_nodes,original_levels,opt_returncode,cec_returncode,cec_pass,opt_runtime_sec,cec_runtime_sec,stats_runtime_sec,peak_mem_mb,log_dir,chosen_variant,attempted_variants,inner_fallback_count,original_cec_fail_count,entry_returncode,r28_gated_r27_gate,r28_gated_r27_status,r28_postpass,r28_postpass_accepted,r28_postpass_reject_reason,r28_postpass_opt_returncode,r28_postpass_cec_pass,r28_postpass_opt_error,r28_node_delta_vs_v5,r28_level_delta_vs_v5,r29_postpass_gate,r29_postpass_status,r29_postpass,r29_postpass_accepted,r29_postpass_reject_reason,r29_postpass_opt_returncode,r29_postpass_cec_pass,r29_postpass_opt_error,r29_node_delta_vs_v6,r29_level_delta_vs_v6,r30b_postpass_gate,r30b_postpass_status,r30b_postpass,r30b_postpass_accepted,r30b_postpass_reject_reason,r30b_postpass_opt_returncode,r30b_postpass_cec_pass,r30b_postpass_opt_error,r30b_node_delta_vs_v7,r30b_level_delta_vs_v7,r30b_profile_runtime_sec,r30b_profile_status,r30b_profile_skip_reason,r30b_cluster_bucket,r30b_cluster_potential_score,r30b_high_overlap_pairs,r30b_largest_cluster_size,r30b_po_count,r30b_node_count
tc_public_19,results_candidate\r30b_release_stress\port_name_cases\tc_public_19\input.blif,r9_dc2_fraig_cleanup,r9_dc2_fraig_cleanup@inputs+r29_mfs_strash_dc2_rwz_bal+r30b_odc_resub_f1,large_smallpo_fraig_cleanup,selected_candidate,,results_candidate\r30b_release_stress\port_name_public30\tc_public_19\output.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_19\work\v7\work\v6\work\v5\work\variants\inputs\output.candidate.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_19\work\v7\work\v6\work\v5\work\variants\inputs\baseline.blif,5184,18,5403,18,5124,18,5478,18,0,0,True,9.99233,7.402512,0.69201,21.855,results_candidate\r30b_release_stress\port_name_public30\tc_public_19\work\logs,inputs,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,large_smallpo_fraig_cleanup,accepted,r29_mfs_strash_dc2_rwz_bal,r29_mfs_strash_dc2_rwz_bal,,0,True,False,-27,0,huge_highlevel_low_overlap,accepted,r30b_odc_resub_f1,r30b_odc_resub_f1,,0,True,False,-33,0,0.013793,ok,,cluster_none,24.607330,0,0,11,5157
tc_public_2,results_candidate\r30b_release_stress\port_name_cases\tc_public_2\input.blif,sop_fx,sop_fx@clean,tiny_high_fanin_sop,selected_candidate,,results_candidate\r30b_release_stress\port_name_public30\tc_public_2\output.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_2\work\v7\work\v6\work\v5\work\variants\clean\output.candidate.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_2\work\v7\work\v6\work\v5\work\variants\clean\baseline.blif,19,4,19,4,19,4,34,6,0,0,True,0.372764,0.747717,0.409828,7.469,results_candidate\r30b_release_stress\port_name_public30\tc_public_2\work\v7\work\v6\work\v5\work\logs,clean,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r29_mfs_strash_dc2_rwz_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r30b_odc_resub_f1,,gate_not_matched,,,,0,0,0.000935,ok,,cluster_none,18.315789,0,0,5,19
tc_public_20,results_candidate\r30b_release_stress\port_name_cases\tc_public_20\input.blif,r9_dc2_fraig_cleanup,r9_dc2_fraig_cleanup@inputs+r29_mfs_strash_dc2_rwz_bal+r30b_odc_resub_f1,large_smallpo_fraig_cleanup,selected_candidate,,results_candidate\r30b_release_stress\port_name_public30\tc_public_20\output.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_20\work\v7\work\v6\work\v5\work\variants\inputs\output.candidate.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_20\work\v7\work\v6\work\v5\work\variants\inputs\baseline.blif,5445,20,5667,20,5382,20,5742,20,0,0,True,11.478305,8.658739,0.672245,22.551,results_candidate\r30b_release_stress\port_name_public30\tc_public_20\work\logs,inputs,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,large_smallpo_fraig_cleanup,accepted,r29_mfs_strash_dc2_rwz_bal,r29_mfs_strash_dc2_rwz_bal,,0,True,False,-33,0,huge_highlevel_low_overlap,accepted,r30b_odc_resub_f1,r30b_odc_resub_f1,,0,True,False,-30,0,0.014127,ok,,cluster_none,24.068736,0,0,11,5412
tc_public_21,results_candidate\r30b_release_stress\port_name_cases\tc_public_21\input.blif,r9_dc2_fraig_cleanup,r9_dc2_fraig_cleanup@inputs+r29_mfs_strash_dc2_rwz_bal+r30b_odc_resub_f1,large_smallpo_fraig_cleanup,selected_candidate,,results_candidate\r30b_release_stress\port_name_public30\tc_public_21\output.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_21\work\v7\work\v6\work\v5\work\variants\inputs\output.candidate.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_21\work\v7\work\v6\work\v5\work\variants\inputs\baseline.blif,5448,20,5688,20,5400,18,5763,20,0,0,True,11.611586,8.59397,0.684377,22.664,results_candidate\r30b_release_stress\port_name_public30\tc_public_21\work\logs,inputs,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,large_smallpo_fraig_cleanup,accepted,r29_mfs_strash_dc2_rwz_bal,r29_mfs_strash_dc2_rwz_bal,,0,True,False,-36,0,huge_highlevel_low_overlap,accepted,r30b_odc_resub_f1,r30b_odc_resub_f1,,0,True,False,-12,-2,0.014778,ok,,cluster_none,24.390244,0,0,11,5412
tc_public_22,results_candidate\r30b_release_stress\port_name_cases\tc_public_22\input.blif,r9_dc2_fraig_cleanup,r9_dc2_fraig_cleanup@both+r29_mfs_strash_dc2_rwz_bal+r30b_odc_resub_f1,large_smallpo_fraig_cleanup,selected_candidate,,results_candidate\r30b_release_stress\port_name_public30\tc_public_22\output.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_22\work\v7\work\v6\work\v5\work\variants\both\output.candidate.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_22\work\v7\work\v6\work\v5\work\variants\both\baseline.blif,10740,20,11274,20,10623,20,11367,20,0,0,True,20.210219,13.68222,0.882302,28.723,results_candidate\r30b_release_stress\port_name_public30\tc_public_22\work\logs,both,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,large_smallpo_fraig_cleanup,accepted,r29_mfs_strash_dc2_rwz_bal,r29_mfs_strash_dc2_rwz_bal,,0,True,False,-57,0,huge_highlevel_low_overlap,accepted,r30b_odc_resub_f1,r30b_odc_resub_f1,,0,True,False,-60,0,0.0299,ok,,cluster_none,26.045493,0,0,12,10683
tc_public_23,results_candidate\r30b_release_stress\port_name_cases\tc_public_23\input.blif,r11_gia_deepsyn_tiny,r11_gia_deepsyn_tiny@inputs+r29_mfs_strash_dc2_rwz_bal,r11_deepsyn_medium_tiny_po,selected_candidate,,results_candidate\r30b_release_stress\port_name_public30\tc_public_23\output.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_23\work\v7\work\v6\work\v5\work\variants\inputs\output.candidate.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_23\work\v7\work\v6\work\v5\work\variants\inputs\baseline.blif,1318,13,1530,16,1311,13,1530,263,0,0,True,22.551607,0.81561,0.530585,13.539,results_candidate\r30b_release_stress\port_name_public30\tc_public_23\work\v7\work\logs,inputs,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,r11_deepsyn_medium_tiny_po,accepted,r29_mfs_strash_dc2_rwz_bal,r29_mfs_strash_dc2_rwz_bal,,0,True,False,-7,0,gate_not_matched,skipped,r30b_odc_resub_f1,,gate_not_matched,,,,0,0,0.011823,ok,,cluster_none,20.018307,0,0,2,1311
tc_public_24,results_candidate\r30b_release_stress\port_name_cases\tc_public_24\input.blif,dc2_fast,dc2_fast@clean,default,selected_candidate,,results_candidate\r30b_release_stress\port_name_public30\tc_public_24\output.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_24\work\v7\work\v6\work\v5\work\variants\clean\output.candidate.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_24\work\v7\work\v6\work\v5\work\variants\clean\baseline.blif,215,8,215,8,215,8,223,15,0,0,True,0.393533,0.369078,0.447047,7.445,results_candidate\r30b_release_stress\port_name_public30\tc_public_24\work\v7\work\v6\work\v5\work\logs,clean,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r29_mfs_strash_dc2_rwz_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r30b_odc_resub_f1,,gate_not_matched,,,,0,0,0.010094,ok,,cluster_high,100.000000,36,8,9,215
tc_public_25,results_candidate\r30b_release_stress\port_name_cases\tc_public_25\input.blif,dc2_fast,dc2_fast@clean,default,selected_candidate,,results_candidate\r30b_release_stress\port_name_public30\tc_public_25\output.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_25\work\v7\work\v6\work\v5\work\variants\clean\output.candidate.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_25\work\v7\work\v6\work\v5\work\variants\clean\baseline.blif,26,4,26,4,26,4,101,14,0,0,True,0.368248,0.348265,0.409104,7.441,results_candidate\r30b_release_stress\port_name_public30\tc_public_25\work\v7\work\v6\work\v5\work\logs,clean,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r29_mfs_strash_dc2_rwz_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r30b_odc_resub_f1,,gate_not_matched,,,,0,0,0.001038,ok,,cluster_none,29.538462,0,0,9,26
tc_public_26,results_candidate\r30b_release_stress\port_name_cases\tc_public_26\input.blif,r25_dsd_dch_cleanup,r25_dsd_dch_cleanup@inputs+r28_r27_mfs_fraig_dc2_bal,r25_dsd_medium_small_pi_medium_po_shared,selected_candidate,,results_candidate\r30b_release_stress\port_name_public30\tc_public_26\output.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_26\work\v7\work\v6\work\v5\work\variants\inputs\output.candidate.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_26\work\v7\work\v6\work\v5\work\variants\inputs\baseline.blif,450,10,1064,10,449,10,1064,32,0,0,True,0.842235,0.65086,0.514244,17.875,results_candidate\r30b_release_stress\port_name_public30\tc_public_26\work\v7\work\v6\work\logs,inputs,"clean,inputs,outputs,both",0,0,0,r25_dsd_inputs,accepted,r28_r27_mfs_fraig_dc2_bal,r28_r27_mfs_fraig_dc2_bal,,0,True,False,-1,0,gate_not_matched,skipped,r29_mfs_strash_dc2_rwz_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r30b_odc_resub_f1,,gate_not_matched,,,,0,0,0.013503,ok,,cluster_high,100.000000,125,8,32,449
tc_public_27,results_candidate\r30b_release_stress\port_name_cases\tc_public_27\input.blif,dc2_fast,dc2_fast@clean,default,selected_candidate,,results_candidate\r30b_release_stress\port_name_public30\tc_public_27\output.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_27\work\v7\work\v6\work\v5\work\variants\clean\output.candidate.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_27\work\v7\work\v6\work\v5\work\variants\clean\baseline.blif,376,7,376,7,376,7,576,20,0,0,True,0.403178,0.364094,0.422831,7.719,results_candidate\r30b_release_stress\port_name_public30\tc_public_27\work\v7\work\v6\work\v5\work\logs,clean,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r29_mfs_strash_dc2_rwz_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r30b_odc_resub_f1,,gate_not_matched,,,,0,0,0.010463,ok,,cluster_high,100.000000,28,8,16,376
tc_public_28,results_candidate\r30b_release_stress\port_name_cases\tc_public_28\input.blif,r25_dsd_dch_cleanup,r25_dsd_dch_cleanup@clean,r25_dsd_small_small_pi_small_po_shared_dup,selected_candidate,,results_candidate\r30b_release_stress\port_name_public30\tc_public_28\output.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_28\work\v7\work\v6\work\v5\work\variants\clean\output.candidate.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_28\work\v7\work\v6\work\v5\work\variants\clean\baseline.blif,258,8,520,7,258,8,576,20,0,0,True,0.447593,0.431802,0.455441,17.777,results_candidate\r30b_release_stress\port_name_public30\tc_public_28\work\v7\work\v6\work\v5\work\logs,clean,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r29_mfs_strash_dc2_rwz_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r30b_odc_resub_f1,,gate_not_matched,,,,0,0,0.010447,ok,,cluster_high,100.000000,36,8,16,258
tc_public_29,results_candidate\r30b_release_stress\port_name_cases\tc_public_29\input.blif,r11_gia_deepsyn_tiny,r11_gia_deepsyn_tiny@inputs,r11_deepsyn_small_small_pi_small_po,selected_candidate,,results_candidate\r30b_release_stress\port_name_public30\tc_public_29\output.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_29\work\v7\work\v6\work\v5\work\variants\inputs\output.candidate.blif,results_candidate\r30b_release_stress\port_name_public30\tc_public_29\work\v7\work\v6\work\v5\work\variants\inputs\baseline.blif,97,6,119,6,97,6,121,8,0,0,True,1.71371,0.347637,0.360039,12.559,results_candidate\r30b_release_stress\port_name_public30\tc_public_29\work\v7\work\v6\work\v5\work\logs,inputs,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r29_mfs_strash_dc2_rwz_bal,,gate_not_matched,,,,0,0,gate_not_matched,skipped,r30b_odc_resub_f1,,gate_not_matched,,,,0,0,0.001273,ok,,cluster_none,19.505155,0,0,16,97
